anno;Provincia;Comune (cod. Istat);Comune (denominazione);Provenienza;arrivi;presenze
2014;SI;052022;Poggibonsi;Italiani;22257;42571
2014;SI;052022;Poggibonsi;Stranieri;20196;71470
2014;SI;052023;Radda in Chianti;Italiani;7785;15118
2014;SI;052023;Radda in Chianti;Stranieri;22375;82729
2014;SI;052024;Radicofani;Italiani;3050;6766
2014;SI;052024;Radicofani;Stranieri;1650;7702
2014;SI;052025;Radicondoli;Italiani;450;1678
2014;SI;052025;Radicondoli;Stranieri;2199;19551
2014;SI;052026;Rapolano Terme;Italiani;30990;68556
2014;SI;052026;Rapolano Terme;Stranieri;8352;34955
2014;SI;052027;San Casciano dei Bagni;Italiani;14680;34449
2014;SI;052027;San Casciano dei Bagni;Stranieri;5165;26082
2014;SI;052028;San Gimignano;Italiani;47896;94423
2014;SI;052028;San Gimignano;Stranieri;110379;374945
2014;SI;052029;San Giovanni d'Asso;Italiani;3792;10259
2014;SI;052029;San Giovanni d'Asso;Stranieri;5097;30821
2014;SI;052030;San Quirico d'Orcia;Italiani;40544;112487
2014;SI;052030;San Quirico d'Orcia;Stranieri;15269;58503
2014;SI;052031;Sarteano;Italiani;7768;25955
2014;SI;052031;Sarteano;Stranieri;8740;57074
2014;SI;052032;Siena;Italiani;172605;563997
2014;SI;052032;Siena;Stranieri;239278;564876
2014;SI;052033;Sinalunga;Italiani;11062;22181
2014;SI;052033;Sinalunga;Stranieri;7599;27427
2014;SI;052034;Sovicille;Italiani;8831;23837
2014;SI;052034;Sovicille;Stranieri;12893;68618
2014;SI;052035;Torrita di Siena;Italiani;5792;10912
2014;SI;052035;Torrita di Siena;Stranieri;4010;17934
2014;SI;052036;Trequanda;Italiani;4215;23787
2014;SI;052036;Trequanda;Stranieri;3973;20841
