anno,Provincia,Comune (cod. Istat),Comune (denominazione),Provenienza,arrivi,presenze
2013,ms,045003,Carrara,Totale,21752,55885
2013,ms,045004,Casola in Lunigiana,Italiani,40,248
2013,ms,045004,Casola in Lunigiana,Stranieri,99,625
2013,ms,045004,Casola in Lunigiana,Totale,139,873
2013,ms,045005,Comano,Italiani,168,683
2013,ms,045005,Comano,Stranieri,354,1074
2013,ms,045005,Comano,Totale,522,1757
2013,ms,045006,Filattiera,Italiani,176,355
2013,ms,045006,Filattiera,Stranieri,248,1225
2013,ms,045006,Filattiera,Totale,424,1580
2013,ms,045007,Fivizzano,Italiani,1080,3476
2013,ms,045007,Fivizzano,Stranieri,816,4422
2013,ms,045007,Fivizzano,Totale,1896,7898
2013,ms,045008,Fosdinovo,Italiani,2215,3775
2013,ms,045008,Fosdinovo,Stranieri,1205,2907
2013,ms,045008,Fosdinovo,Totale,3420,6682
2013,ms,045009,Licciana Nardi,Italiani,1499,3021
2013,ms,045009,Licciana Nardi,Stranieri,797,2872
2013,ms,045009,Licciana Nardi,Totale,2296,5893
2013,ms,045010,Massa,Italiani,136496,658274
2013,ms,045010,Massa,Stranieri,37783,136732
2013,ms,045010,Massa,Totale,174279,795006
2013,ms,045011,Montignoso,Italiani,14976,65106
2013,ms,045011,Montignoso,Stranieri,5375,21333
2013,ms,045011,Montignoso,Totale,20351,86439
2013,ms,045012,Mulazzo,Italiani,4146,9386
2013,ms,045012,Mulazzo,Stranieri,1731,8812
2013,ms,045012,Mulazzo,Totale,5877,18198
2013,ms,045013,Podenzana,Italiani,1043,4431
2013,ms,045013,Podenzana,Stranieri,259,558
2013,ms,045013,Podenzana,Totale,1302,4989
2013,ms,045014,Pontremoli,Italiani,4375,7958
2013,ms,045014,Pontremoli,Stranieri,3180,9742
2013,ms,045014,Pontremoli,Totale,7555,17700
2013,ms,045015,Tresana,Italiani,322,1854
2013,ms,045015,Tresana,Stranieri,116,313
2013,ms,045015,Tresana,Totale,438,2167
2013,ms,045016,Villafranca in Lunigiana,Italiani,1411,5011
2013,ms,045016,Villafranca in Lunigiana,Stranieri,1050,3007
2013,ms,045016,Villafranca in Lunigiana,Totale,2461,8018
2013,ms,045017,Zeri,Italiani,463,840
2013,ms,045017,Zeri,Stranieri,62,99
2013,ms,045017,Zeri,Totale,525,939
2013,pi,050001,Bientina,Italiani,5193,14090
2013,pi,050001,Bientina,Stranieri,666,1457
2013,pi,050001,Bientina,Totale,5859,15547
2013,pi,050002,Buti,Italiani,295,614
2013,pi,050002,Buti,Stranieri,543,4184
2013,pi,050002,Buti,Totale,838,4798
2013,pi,050003,Calci,Italiani,1313,12958
2013,pi,050003,Calci,Stranieri,1705,9842
2013,pi,050003,Calci,Totale,3018,22800
2013,pi,050004,Calcinaia,Italiani,3389,6404
2013,pi,050004,Calcinaia,Stranieri,4138,9478
2013,pi,050004,Calcinaia,Totale,7527,15882
2013,pi,050005,Capannoli,Italiani,198,371
2013,pi,050005,Capannoli,Stranieri,479,3606
2013,pi,050005,Capannoli,Totale,677,3977
2013,pi,050006,Casale Marittimo,Italiani,972,6146
2013,pi,050006,Casale Marittimo,Stranieri,7511,79448
2013,pi,050006,Casale Marittimo,Totale,8483,85594
2013,pi,050007,Casciana Terme,Italiani,5640,18018
2013,pi,050007,Casciana Terme,Stranieri,3737,14530
2013,pi,050007,Casciana Terme,Totale,9377,32548
2013,pi,050008,Cascina,Italiani,7542,13223
2013,pi,050008,Cascina,Stranieri,8099,11301
2013,pi,050008,Cascina,Totale,15641,24524
2013,pi,050009,Castelfranco di Sotto,Italiani,240,546
2013,pi,050009,Castelfranco di Sotto,Stranieri,793,5952
2013,pi,050009,Castelfranco di Sotto,Totale,1033,6498
2013,pi,050010,Castellina Marittima,Italiani,3407,8840
2013,pi,050010,Castellina Marittima,Stranieri,740,2652
2013,pi,050010,Castellina Marittima,Totale,4147,11492
2013,pi,050011,Castelnuovo di Val di Cecina,Italiani,1722,4017
2013,pi,050011,Castelnuovo di Val di Cecina,Stranieri,1210,8163
2013,pi,050011,Castelnuovo di Val di Cecina,Totale,2932,12180
2013,pi,050012,Chianni,Italiani,665,2836
2013,pi,050012,Chianni,Stranieri,1940,13133
2013,pi,050012,Chianni,Totale,2605,15969
2013,pi,050013,Crespina,Italiani,627,4123
2013,pi,050013,Crespina,Stranieri,1397,11524
2013,pi,050013,Crespina,Totale,2024,15647
2013,pi,050014,Fauglia,Italiani,964,2592
2013,pi,050014,Fauglia,Stranieri,796,5358
2013,pi,050014,Fauglia,Totale,1760,7950
2013,pi,050015,Guardistallo,Italiani,947,7847
2013,pi,050015,Guardistallo,Stranieri,3132,28227
2013,pi,050015,Guardistallo,Totale,4079,36074
2013,pi,050016,Lajatico,Italiani,634,1706
2013,pi,050016,Lajatico,Stranieri,2214,17049
2013,pi,050016,Lajatico,Totale,2848,18755
2013,pi,050017,Lari,Italiani,1273,2969
2013,pi,050017,Lari,Stranieri,1571,8203
2013,pi,050017,Lari,Totale,2844,11172
2013,pi,050018,Lorenzana,Italiani,753,1018
2013,pi,050018,Lorenzana,Stranieri,500,3270
2013,pi,050018,Lorenzana,Totale,1253,4288
2013,pi,050019,Montecatini Val di Cecina,Italiani,4767,14984
2013,pi,050019,Montecatini Val di Cecina,Stranieri,7471,48402
2013,pi,050019,Montecatini Val di Cecina,Totale,12238,63386
2013,pi,050020,Montescudaio,Italiani,1914,12365
2013,pi,050020,Montescudaio,Stranieri,7167,74639
2013,pi,050020,Montescudaio,Totale,9081,87004
2013,pi,050021,Monteverdi Marittimo,Italiani,1168,2635
2013,pi,050021,Monteverdi Marittimo,Stranieri,1694,11728
2013,pi,050021,Monteverdi Marittimo,Totale,2862,14363
2013,pi,050022,Montopoli in Val d'Arno,Italiani,3337,8364
2013,pi,050022,Montopoli in Val d'Arno,Stranieri,7896,41090
2013,pi,050022,Montopoli in Val d'Arno,Totale,11233,49454
2013,pi,050024,Palaia,Italiani,2463,14856
2013,pi,050024,Palaia,Stranieri,7738,51893
2013,pi,050024,Palaia,Totale,10201,66749
2013,pi,050025,Peccioli,Italiani,2444,4497
2013,pi,050025,Peccioli,Stranieri,4013,23598
2013,pi,050025,Peccioli,Totale,6457,28095
2013,pi,050026,Pisa,Italiani,266001,898193
2013,pi,050026,Pisa,Stranieri,363135,730212
2013,pi,050026,Pisa,Totale,629136,1628405
2013,pi,050027,Pomarance,Italiani,5473,13872
2013,pi,050027,Pomarance,Stranieri,5358,35356
2013,pi,050027,Pomarance,Totale,10831,49228
2013,pi,050028,Ponsacco,Italiani,4184,8992
2013,pi,050028,Ponsacco,Stranieri,1192,4480
2013,pi,050028,Ponsacco,Totale,5376,13472
2013,pi,050029,Pontedera,Italiani,10359,30973
2013,pi,050029,Pontedera,Stranieri,3543,12805
2013,pi,050029,Pontedera,Totale,13902,43778
2013,pi,050030,Riparbella,Italiani,4653,15343
2013,pi,050030,Riparbella,Stranieri,5948,49456
2013,pi,050030,Riparbella,Totale,10601,64799
2013,pi,050031,San Giuliano Terme,Italiani,24424,295558
2013,pi,050031,San Giuliano Terme,Stranieri,28507,123465
2013,pi,050031,San Giuliano Terme,Totale,52931,419023
2013,pi,050032,San Miniato,Italiani,8497,16394
2013,pi,050032,San Miniato,Stranieri,6689,24853
2013,pi,050032,San Miniato,Totale,15186,41247
2013,pi,050034,Santa Luce,Italiani,932,4078
2013,pi,050034,Santa Luce,Stranieri,1942,16746
2013,pi,050034,Santa Luce,Totale,2874,20824
2013,pi,050035,Santa Maria a Monte,Italiani,3264,19461
2013,pi,050035,Santa Maria a Monte,Stranieri,2499,7644
2013,pi,050035,Santa Maria a Monte,Totale,5763,27105
2013,pi,050036,Terricciola,Italiani,861,2507
2013,pi,050036,Terricciola,Stranieri,3601,23240
2013,pi,050036,Terricciola,Totale,4462,25747
2013,pi,050037,Vecchiano,Italiani,8395,14496
2013,pi,050037,Vecchiano,Stranieri,13000,19954
2013,pi,050037,Vecchiano,Totale,21395,34450
2013,pi,050038,Vicopisano,Italiani,975,6743
2013,pi,050038,Vicopisano,Stranieri,563,2142
2013,pi,050038,Vicopisano,Totale,1538,8885
2013,pi,050039,Volterra,Italiani,25548,56076
2013,pi,050039,Volterra,Stranieri,38547,140142
2013,pi,050039,Volterra,Totale,64095,196218
2013,pi,050023+0500331,Altro comune della provincia di Pisa,Italiani,737,1483
2013,pi,050023+0500331,Altro comune della provincia di Pisa,Stranieri,191,606
2013,pi,050023+0500331,Altro comune della provincia di Pisa,Totale,928,2089
2013,po,100001,Cantagallo,Italiani,554,1753
2013,po,100001,Cantagallo,Stranieri,130,742
2013,po,100001,Cantagallo,Totale,684,2495
2013,po,100002,Carmignano,Italiani,8060,14751
2013,po,100002,Carmignano,Stranieri,8453,39158
2013,po,100002,Carmignano,Totale,16513,53909
2013,po,100003,Montemurlo,Italiani,933,15467
2013,po,100003,Montemurlo,Stranieri,340,3237
2013,po,100003,Montemurlo,Totale,1273,18704
2013,po,100004,Poggio a Caiano,Italiani,4731,12268
2013,po,100004,Poggio a Caiano,Stranieri,5180,10061
2013,po,100004,Poggio a Caiano,Totale,9911,22329
2013,po,100005,Prato,Italiani,60163,191672
2013,po,100005,Prato,Stranieri,134301,252802
2013,po,100005,Prato,Totale,194464,444474
2013,po,100006,Vaiano,Italiani,1092,2909
2013,po,100006,Vaiano,Stranieri,246,838
2013,po,100006,Vaiano,Totale,1338,3747
2013,po,100007,Vernio,Italiani,1193,6837
2013,po,100007,Vernio,Stranieri,323,3202
2013,po,100007,Vernio,Totale,1516,10039
2013,pt,047001,Abetone,Italiani,29796,82752
2013,pt,047001,Abetone,Stranieri,2061,6996
2013,pt,047001,Abetone,Totale,31857,89748
2013,pt,047002,Agliana,Italiani,2394,4347
2013,pt,047002,Agliana,Stranieri,394,782
2013,pt,047002,Agliana,Totale,2788,5129
2013,pt,047003,Buggiano,Italiani,642,1876
2013,pt,047003,Buggiano,Stranieri,1464,6307
2013,pt,047003,Buggiano,Totale,2106,8183
2013,pt,047004,Cutigliano,Italiani,11697,39172
2013,pt,047004,Cutigliano,Stranieri,738,2565
2013,pt,047004,Cutigliano,Totale,12435,41737
2013,pt,047005,Lamporecchio,Italiani,3524,7791
2013,pt,047005,Lamporecchio,Stranieri,15157,102995
2013,pt,047005,Lamporecchio,Totale,18681,110786
2013,pt,047006,Larciano,Italiani,1576,3352
2013,pt,047006,Larciano,Stranieri,5633,14922
2013,pt,047006,Larciano,Totale,7209,18274
2013,pt,047007,Marliana,Italiani,580,1369
2013,pt,047007,Marliana,Stranieri,602,3563
2013,pt,047007,Marliana,Totale,1182,4932
2013,pt,047008,Massa e Cozzile,Italiani,250,802
2013,pt,047008,Massa e Cozzile,Stranieri,895,6206
2013,pt,047008,Massa e Cozzile,Totale,1145,7008
2013,pt,047009,Monsummano Terme,Italiani,13348,25883
2013,pt,047009,Monsummano Terme,Stranieri,5129,26808
2013,pt,047009,Monsummano Terme,Totale,18477,52691
2013,pt,047010,Montale,Italiani,2430,6288
2013,pt,047010,Montale,Stranieri,596,2392
2013,pt,047010,Montale,Totale,3026,8680
2013,pt,047011,Montecatini-Terme,Italiani,186871,461128
2013,pt,047011,Montecatini-Terme,Stranieri,450239,1214866
2013,pt,047011,Montecatini-Terme,Totale,637110,1675994
2013,pt,047012,Pescia,Italiani,10811,20733
2013,pt,047012,Pescia,Stranieri,12192,43884
2013,pt,047012,Pescia,Totale,23003,64617
2013,pt,047013,Pieve a Nievole,Italiani,3310,3836
2013,pt,047013,Pieve a Nievole,Stranieri,640,2276
2013,pt,047013,Pieve a Nievole,Totale,3950,6112
2013,pt,047014,Pistoia,Italiani,27921,55624
2013,pt,047014,Pistoia,Stranieri,18230,68232
2013,pt,047014,Pistoia,Totale,46151,123856
2013,pt,047015,Piteglio,Italiani,822,2457
2013,pt,047015,Piteglio,Stranieri,266,2401
2013,pt,047015,Piteglio,Totale,1088,4858
2013,pt,047016,Ponte Buggianese,Italiani,1091,2166
2013,pt,047016,Ponte Buggianese,Stranieri,384,1418
2013,pt,047016,Ponte Buggianese,Totale,1475,3584
2013,pt,047017,Quarrata,Italiani,3089,7511
2013,pt,047017,Quarrata,Stranieri,1452,5201
2013,pt,047017,Quarrata,Totale,4541,12712
2013,pt,047018,Sambuca Pistoiese,Italiani,567,1089
2013,pt,047018,Sambuca Pistoiese,Stranieri,30,46
2013,pt,047018,Sambuca Pistoiese,Totale,597,1135
2013,pt,047019,San Marcello Pistoiese,Italiani,7968,31998
2013,pt,047019,San Marcello Pistoiese,Stranieri,1768,10089
2013,pt,047019,San Marcello Pistoiese,Totale,9736,42087
2013,pt,047020,Serravalle Pistoiese,Italiani,11963,19764
2013,pt,047020,Serravalle Pistoiese,Stranieri,9978,20427
2013,pt,047020,Serravalle Pistoiese,Totale,21941,40191
2013,pt,047021,Uzzano,Italiani,48,190
2013,pt,047021,Uzzano,Stranieri,182,1358
2013,pt,047021,Uzzano,Totale,230,1548
2013,pt,047022,Chiesina Uzzanese,Italiani,32733,35372
2013,pt,047022,Chiesina Uzzanese,Stranieri,1936,2359
2013,pt,047022,Chiesina Uzzanese,Totale,34669,37731
2013,si,052001,Abbadia San Salvatore,Italiani,15516,41660
2013,si,052001,Abbadia San Salvatore,Stranieri,1102,7741
2013,si,052001,Abbadia San Salvatore,Totale,16618,49401
2013,si,052002,Asciano,Italiani,17715,38077
2013,si,052002,Asciano,Stranieri,16066,61426
2013,si,052002,Asciano,Totale,33781,99503
2013,si,052003,Buonconvento,Italiani,3574,9050
2013,si,052003,Buonconvento,Stranieri,4644,23487
2013,si,052003,Buonconvento,Totale,8218,32537
2013,si,052004,Casole d'Elsa,Italiani,5800,19076
2013,si,052004,Casole d'Elsa,Stranieri,18225,110134
2013,si,052004,Casole d'Elsa,Totale,24025,129210
2013,si,052005,Castellina in Chianti,Italiani,5828,13043
2013,si,052005,Castellina in Chianti,Stranieri,28154,129380
2013,si,052005,Castellina in Chianti,Totale,33982,142423
2013,si,052006,Castelnuovo Berardenga,Italiani,15460,39926
2013,si,052006,Castelnuovo Berardenga,Stranieri,30154,115296
2013,si,052006,Castelnuovo Berardenga,Totale,45614,155222
2013,si,052007,Castiglione d'Orcia,Italiani,7869,22305
2013,si,052007,Castiglione d'Orcia,Stranieri,4067,18659
2013,si,052007,Castiglione d'Orcia,Totale,11936,40964
2013,si,052008,Cetona,Italiani,2376,6065
2013,si,052008,Cetona,Stranieri,1712,9908
2013,si,052008,Cetona,Totale,4088,15973
2013,si,052009,Chianciano Terme,Italiani,136075,464030
2013,si,052009,Chianciano Terme,Stranieri,98959,248996
2013,si,052009,Chianciano Terme,Totale,235034,713026
2013,si,052010,Chiusdino,Italiani,3954,15337
2013,si,052010,Chiusdino,Stranieri,10938,94087
2013,si,052010,Chiusdino,Totale,14892,109424
2013,si,052011,Chiusi,Italiani,15527,26801
2013,si,052011,Chiusi,Stranieri,18665,29829
2013,si,052011,Chiusi,Totale,34192,56630
2013,si,052012,Colle di Val d'Elsa,Italiani,17148,41486
2013,si,052012,Colle di Val d'Elsa,Stranieri,17979,77533
2013,si,052012,Colle di Val d'Elsa,Totale,35127,119019
2013,si,052013,Gaiole in Chianti,Italiani,6306,13959
2013,si,052013,Gaiole in Chianti,Stranieri,14791,63993
2013,si,052013,Gaiole in Chianti,Totale,21097,77952
2013,si,052014,Montalcino,Italiani,11063,24813
2013,si,052014,Montalcino,Stranieri,24244,67788
2013,si,052014,Montalcino,Totale,35307,92601
2013,si,052015,Montepulciano,Italiani,31063,65504
2013,si,052015,Montepulciano,Stranieri,41230,131929
2013,si,052015,Montepulciano,Totale,72293,197433
2013,si,052016,Monteriggioni,Italiani,24029,54402
2013,si,052016,Monteriggioni,Stranieri,27262,85959
2013,si,052016,Monteriggioni,Totale,51291,140361
2013,si,052017,Monteroni d'Arbia,Italiani,5971,12681
2013,si,052017,Monteroni d'Arbia,Stranieri,4813,22739
2013,si,052017,Monteroni d'Arbia,Totale,10784,35420
2013,si,052018,Monticiano,Italiani,6189,14160
2013,si,052018,Monticiano,Stranieri,3575,15896
2013,si,052018,Monticiano,Totale,9764,30056
2013,si,052019,Murlo,Italiani,6015,14539
2013,si,052019,Murlo,Stranieri,6293,38488
2013,si,052019,Murlo,Totale,12308,53027
2013,si,052020,Piancastagnaio,Italiani,1078,5865
2013,si,052020,Piancastagnaio,Stranieri,60,496
2013,si,052020,Piancastagnaio,Totale,1138,6361
2013,si,052021,Pienza,Italiani,19762,43795
2013,si,052021,Pienza,Stranieri,19937,67125
2013,si,052021,Pienza,Totale,39699,110920
2013,si,052022,Poggibonsi,Italiani,21128,43739
2013,si,052022,Poggibonsi,Stranieri,22040,88099
2013,si,052022,Poggibonsi,Totale,43168,131838
2013,si,052023,Radda in Chianti,Italiani,7843,17596
2013,si,052023,Radda in Chianti,Stranieri,22285,92748
2013,si,052023,Radda in Chianti,Totale,30128,110344
2013,si,052024,Radicofani,Italiani,2193,5128
2013,si,052024,Radicofani,Stranieri,1685,9605
2013,si,052024,Radicofani,Totale,3878,14733
2013,si,052025,Radicondoli,Italiani,432,1464
2013,si,052025,Radicondoli,Stranieri,2361,20956
2013,si,052025,Radicondoli,Totale,2793,22420
2013,si,052026,Rapolano Terme,Italiani,26951,60962
2013,si,052026,Rapolano Terme,Stranieri,7765,34961
2013,si,052026,Rapolano Terme,Totale,34716,95923
2013,si,052027,San Casciano dei Bagni,Italiani,13964,34856
2013,si,052027,San Casciano dei Bagni,Stranieri,4370,20879
2013,si,052027,San Casciano dei Bagni,Totale,18334,55735
2013,si,052028,San Gimignano,Italiani,47321,91858
2013,si,052028,San Gimignano,Stranieri,108486,372719
2013,si,052028,San Gimignano,Totale,155807,464577
2013,si,052029,San Giovanni d'Asso,Italiani,3676,10712
2013,si,052029,San Giovanni d'Asso,Stranieri,4870,29298
2013,si,052029,San Giovanni d'Asso,Totale,8546,40010
2013,si,052030,San Quirico d'Orcia,Italiani,39638,101297
2013,si,052030,San Quirico d'Orcia,Stranieri,15698,63237
2013,si,052030,San Quirico d'Orcia,Totale,55336,164534
2013,si,052031,Sarteano,Italiani,8905,29097
2013,si,052031,Sarteano,Stranieri,8121,54025
2013,si,052031,Sarteano,Totale,17026,83122
2013,si,052032,Siena,Italiani,174404,476225
2013,si,052032,Siena,Stranieri,249334,563848
2013,si,052032,Siena,Totale,423738,1040073
2013,si,052033,Sinalunga,Italiani,9759,16455
2013,si,052033,Sinalunga,Stranieri,6845,26973
2013,si,052033,Sinalunga,Totale,16604,43428
2013,si,052034,Sovicille,Italiani,8645,23092
2013,si,052034,Sovicille,Stranieri,14186,76236
2013,si,052034,Sovicille,Totale,22831,99328
2013,si,052035,Torrita di Siena,Italiani,6135,11617
2013,si,052035,Torrita di Siena,Stranieri,4297,18295
2013,si,052035,Torrita di Siena,Totale,10432,29912
2013,si,052036,Trequanda,Italiani,3886,20628
2013,si,052036,Trequanda,Stranieri,3783,21625
2013,si,052036,Trequanda,Totale,7669,42253
2013,Toscana,,,Italiani,5364525,19700889
2013,Toscana,,,Stranieri,6794890,23336956
2013,Toscana,,,Totale,12159415,43037845
(1) Aggregazione resa necessaria per la tutela del segreto statistico,,,,,,
